job_id,title,company,location,experience,salary,skills,description
1526,Backend Developer,Infosys,Mumbai,0-1 years,51 LPA,"flask, python, fastapi, postgresql, docker, redis, aws, leadership","We are hiring a Backend Developer at Infosys (Mumbai). Experience: 0-1 years. Required skills: flask, python, fastapi, postgresql, docker, redis, aws, leadership. Responsibilities include designing, building and deploying production systems using flask, python, fastapi, postgresql. Strong problem solving, communication and ownership expected."
1527,AI Research Engineer,Razorpay,Delhi NCR,3-5 years,60 LPA,"rag, llm, huggingface, deep learning, python, research, transformers, pytorch, problem solving, docker","We are hiring a AI Research Engineer at Razorpay (Delhi NCR). Experience: 3-5 years. Required skills: rag, llm, huggingface, deep learning, python, research, transformers, pytorch, problem solving, docker. Responsibilities include designing, building and deploying production systems using rag, llm, huggingface, deep learning. Strong problem solving, communication and ownership expected."
1528,Backend Developer,Capgemini,Noida,5-8 years,34 LPA,"fastapi, postgresql, rest api, docker, django, redis, python, aws, flask, problem solving","We are hiring a Backend Developer at Capgemini (Noida). Experience: 5-8 years. Required skills: fastapi, postgresql, rest api, docker, django, redis, python, aws, flask, problem solving. Responsibilities include designing, building and deploying production systems using fastapi, postgresql, rest api, docker. Strong problem solving, communication and ownership expected."
1529,Frontend Developer,Freshworks,Gurgaon,0-1 years,12 LPA,"redux, javascript, tailwind, next.js, typescript, html, react, communication, linux, leadership","We are hiring a Frontend Developer at Freshworks (Gurgaon). Experience: 0-1 years. Required skills: redux, javascript, tailwind, next.js, typescript, html, react, communication, linux, leadership. Responsibilities include designing, building and deploying production systems using redux, javascript, tailwind, next.js. Strong problem solving, communication and ownership expected."
1530,QA Automation Engineer,ServiceNow,"Berlin, Germany",2-4 years,$181K,"selenium, java, python, testng, cypress, git, aws, scrum","We are hiring a QA Automation Engineer at ServiceNow (Berlin, Germany). Experience: 2-4 years. Required skills: selenium, java, python, testng, cypress, git, aws, scrum. Responsibilities include designing, building and deploying production systems using selenium, java, python, testng. Strong problem solving, communication and ownership expected."
1531,LLM Engineer,Stripe,Pune,2-4 years,51 LPA,"rag, python, transformers, llm, huggingface, openai, pinecone, leadership, docker","We are hiring a LLM Engineer at Stripe (Pune). Experience: 2-4 years. Required skills: rag, python, transformers, llm, huggingface, openai, pinecone, leadership, docker. Responsibilities include designing, building and deploying production systems using rag, python, transformers, llm. Strong problem solving, communication and ownership expected."
1532,AI Research Engineer,Capgemini,Gurgaon,5-8 years,26 LPA,"transformers, rag, python, llm, huggingface, deep learning, pytorch, research, leadership, linux, scrum","We are hiring a AI Research Engineer at Capgemini (Gurgaon). Experience: 5-8 years. Required skills: transformers, rag, python, llm, huggingface, deep learning, pytorch, research, leadership, linux, scrum. Responsibilities include designing, building and deploying production systems using transformers, rag, python, llm. Strong problem solving, communication and ownership expected."
1533,iOS Developer,Meta,Noida,1-3 years,8 LPA,"xcode, objective-c, swift, ios, rest api, scrum","We are hiring a iOS Developer at Meta (Noida). Experience: 1-3 years. Required skills: xcode, objective-c, swift, ios, rest api, scrum. Responsibilities include designing, building and deploying production systems using xcode, objective-c, swift, ios. Strong problem solving, communication and ownership expected."
1534,MLOps Engineer,BYJU'S,"Dublin, Ireland",0-1 years,$117K,"kubernetes, ci/cd, sagemaker, mlops, airflow, python, aws, docker","We are hiring a MLOps Engineer at BYJU'S (Dublin, Ireland). Experience: 0-1 years. Required skills: kubernetes, ci/cd, sagemaker, mlops, airflow, python, aws, docker. Responsibilities include designing, building and deploying production systems using kubernetes, ci/cd, sagemaker, mlops. Strong problem solving, communication and ownership expected."
1535,Data Analyst,Google,Chennai,3-5 years,10 LPA,"excel, tableau, statistics, power bi, etl, python, pandas, problem solving, communication, aws","We are hiring a Data Analyst at Google (Chennai). Experience: 3-5 years. Required skills: excel, tableau, statistics, power bi, etl, python, pandas, problem solving, communication, aws. Responsibilities include designing, building and deploying production systems using excel, tableau, statistics, power bi. Strong problem solving, communication and ownership expected."
1536,Frontend Developer,Apple,"Toronto, Canada",8+ years,$248K,"typescript, react, javascript, tailwind, css, redux, html, next.js, scrum, git","We are hiring a Frontend Developer at Apple (Toronto, Canada). Experience: 8+ years. Required skills: typescript, react, javascript, tailwind, css, redux, html, next.js, scrum, git. Responsibilities include designing, building and deploying production systems using typescript, react, javascript, tailwind. Strong problem solving, communication and ownership expected."
1537,MLOps Engineer,Meta,"San Francisco, USA",2-4 years,$94K,"mlflow, mlops, aws, python, ci/cd, terraform, airflow, docker, scrum, communication, linux","We are hiring a MLOps Engineer at Meta (San Francisco, USA). Experience: 2-4 years. Required skills: mlflow, mlops, aws, python, ci/cd, terraform, airflow, docker, scrum, communication, linux. Responsibilities include designing, building and deploying production systems using mlflow, mlops, aws, python. Strong problem solving, communication and ownership expected."
1538,SRE,Apple,Bangalore,1-3 years,16 LPA,"incident response, kubernetes, grafana, prometheus, linux","We are hiring a SRE at Apple (Bangalore). Experience: 1-3 years. Required skills: incident response, kubernetes, grafana, prometheus, linux. Responsibilities include designing, building and deploying production systems using incident response, kubernetes, grafana, prometheus. Strong problem solving, communication and ownership expected."
1539,Android Developer,DeepMind,Mumbai,2-4 years,38 LPA,"android, java, kotlin, rest api, firebase, jetpack compose, problem solving, scrum, docker","We are hiring a Android Developer at DeepMind (Mumbai). Experience: 2-4 years. Required skills: android, java, kotlin, rest api, firebase, jetpack compose, problem solving, scrum, docker. Responsibilities include designing, building and deploying production systems using android, java, kotlin, rest api. Strong problem solving, communication and ownership expected."
1540,Backend Developer,OpenAI,Singapore,0-1 years,$90K,"aws, docker, fastapi, flask, postgresql, redis, python, django, scrum, linux","We are hiring a Backend Developer at OpenAI (Singapore). Experience: 0-1 years. Required skills: aws, docker, fastapi, flask, postgresql, redis, python, django, scrum, linux. Responsibilities include designing, building and deploying production systems using aws, docker, fastapi, flask. Strong problem solving, communication and ownership expected."
1541,AI Research Engineer,Apple,"Dublin, Ireland",2-4 years,$118K,"rag, huggingface, pytorch, llm, deep learning, transformers, python, docker, linux","We are hiring a AI Research Engineer at Apple (Dublin, Ireland). Experience: 2-4 years. Required skills: rag, huggingface, pytorch, llm, deep learning, transformers, python, docker, linux. Responsibilities include designing, building and deploying production systems using rag, huggingface, pytorch, llm. Strong problem solving, communication and ownership expected."
1542,Data Engineer,BYJU'S,Gurgaon,2-4 years,22 LPA,"kafka, airflow, aws, hadoop, pyspark, etl, python, sql, dbt, snowflake, linux, git","We are hiring a Data Engineer at BYJU'S (Gurgaon). Experience: 2-4 years. Required skills: kafka, airflow, aws, hadoop, pyspark, etl, python, sql, dbt, snowflake, linux, git. Responsibilities include designing, building and deploying production systems using kafka, airflow, aws, hadoop. Strong problem solving, communication and ownership expected."
1543,Security Engineer,Ola,Hyderabad,0-1 years,32 LPA,"aws, linux, docker, networking, python, scrum","We are hiring a Security Engineer at Ola (Hyderabad). Experience: 0-1 years. Required skills: aws, linux, docker, networking, python, scrum. Responsibilities include designing, building and deploying production systems using aws, linux, docker, networking. Strong problem solving, communication and ownership expected."
1544,Database Administrator,TCS,Pune,8+ years,44 LPA,"oracle, sql, mongodb, backup, linux, mysql, scrum, communication","We are hiring a Database Administrator at TCS (Pune). Experience: 8+ years. Required skills: oracle, sql, mongodb, backup, linux, mysql, scrum, communication. Responsibilities include designing, building and deploying production systems using oracle, sql, mongodb, backup. Strong problem solving, communication and ownership expected."
1545,Full Stack Developer,Infosys,"Dublin, Ireland",3-5 years,$183K,"aws, mongodb, javascript, docker, express, git","We are hiring a Full Stack Developer at Infosys (Dublin, Ireland). Experience: 3-5 years. Required skills: aws, mongodb, javascript, docker, express, git. Responsibilities include designing, building and deploying production systems using aws, mongodb, javascript, docker. Strong problem solving, communication and ownership expected."
1546,LLM Engineer,Wipro,Mumbai,0-1 years,50 LPA,"fastapi, transformers, huggingface, pinecone, rag, langchain, llm, python, openai, git","We are hiring a LLM Engineer at Wipro (Mumbai). Experience: 0-1 years. Required skills: fastapi, transformers, huggingface, pinecone, rag, langchain, llm, python, openai, git. Responsibilities include designing, building and deploying production systems using fastapi, transformers, huggingface, pinecone. Strong problem solving, communication and ownership expected."
1547,Backend Developer,Apple,"San Francisco, USA",3-5 years,$117K,"fastapi, aws, rest api, django, docker, communication","We are hiring a Backend Developer at Apple (San Francisco, USA). Experience: 3-5 years. Required skills: fastapi, aws, rest api, django, docker, communication. Responsibilities include designing, building and deploying production systems using fastapi, aws, rest api, django. Strong problem solving, communication and ownership expected."
1548,MLOps Engineer,NVIDIA,Noida,1-3 years,24 LPA,"mlops, docker, kubernetes, python, aws, airflow, mlflow, sagemaker","We are hiring a MLOps Engineer at NVIDIA (Noida). Experience: 1-3 years. Required skills: mlops, docker, kubernetes, python, aws, airflow, mlflow, sagemaker. Responsibilities include designing, building and deploying production systems using mlops, docker, kubernetes, python. Strong problem solving, communication and ownership expected."
1549,Security Engineer,Amazon,"Dublin, Ireland",3-5 years,$204K,"linux, networking, docker, penetration testing, python, aws, problem solving","We are hiring a Security Engineer at Amazon (Dublin, Ireland). Experience: 3-5 years. Required skills: linux, networking, docker, penetration testing, python, aws, problem solving. Responsibilities include designing, building and deploying production systems using linux, networking, docker, penetration testing. Strong problem solving, communication and ownership expected."
1550,AI Research Engineer,Airbnb,"Dublin, Ireland",5-8 years,$245K,"deep learning, huggingface, python, research, llm, pytorch, transformers, rag, linux, docker","We are hiring a AI Research Engineer at Airbnb (Dublin, Ireland). Experience: 5-8 years. Required skills: deep learning, huggingface, python, research, llm, pytorch, transformers, rag, linux, docker. Responsibilities include designing, building and deploying production systems using deep learning, huggingface, python, research. Strong problem solving, communication and ownership expected."
1551,Java Developer,Cognizant,"New York, USA",5-8 years,$248K,"rest api, java, spring, microservices, kafka, sql, docker, aws","We are hiring a Java Developer at Cognizant (New York, USA). Experience: 5-8 years. Required skills: rest api, java, spring, microservices, kafka, sql, docker, aws. Responsibilities include designing, building and deploying production systems using rest api, java, spring, microservices. Strong problem solving, communication and ownership expected."
1552,Computer Vision Engineer,Infosys,Remote,2-4 years,50 LPA,"pytorch, computer vision, tensorflow, deep learning, cuda, leadership, docker, linux","We are hiring a Computer Vision Engineer at Infosys (Remote). Experience: 2-4 years. Required skills: pytorch, computer vision, tensorflow, deep learning, cuda, leadership, docker, linux. Responsibilities include designing, building and deploying production systems using pytorch, computer vision, tensorflow, deep learning. Strong problem solving, communication and ownership expected."
1553,SRE,CRED,"Dublin, Ireland",2-4 years,$140K,"python, linux, incident response, terraform, aws, docker, agile","We are hiring a SRE at CRED (Dublin, Ireland). Experience: 2-4 years. Required skills: python, linux, incident response, terraform, aws, docker, agile. Responsibilities include designing, building and deploying production systems using python, linux, incident response, terraform. Strong problem solving, communication and ownership expected."
1554,Backend Developer,AMD,Noida,0-1 years,41 LPA,"python, redis, flask, docker, rest api, django, aws, postgresql, fastapi, linux, agile","We are hiring a Backend Developer at AMD (Noida). Experience: 0-1 years. Required skills: python, redis, flask, docker, rest api, django, aws, postgresql, fastapi, linux, agile. Responsibilities include designing, building and deploying production systems using python, redis, flask, docker. Strong problem solving, communication and ownership expected."
1555,Frontend Developer,Uber,Mumbai,5-8 years,8 LPA,"html, react, tailwind, javascript, css, redux, next.js, typescript, docker, agile","We are hiring a Frontend Developer at Uber (Mumbai). Experience: 5-8 years. Required skills: html, react, tailwind, javascript, css, redux, next.js, typescript, docker, agile. Responsibilities include designing, building and deploying production systems using html, react, tailwind, javascript. Strong problem solving, communication and ownership expected."
1556,AI Research Engineer,Mistral AI,"Toronto, Canada",5-8 years,$207K,"transformers, huggingface, python, pytorch, rag, problem solving","We are hiring a AI Research Engineer at Mistral AI (Toronto, Canada). Experience: 5-8 years. Required skills: transformers, huggingface, python, pytorch, rag, problem solving. Responsibilities include designing, building and deploying production systems using transformers, huggingface, python, pytorch. Strong problem solving, communication and ownership expected."
1557,SRE,Zoho,Singapore,0-1 years,$142K,"prometheus, terraform, python, incident response, linux, communication","We are hiring a SRE at Zoho (Singapore). Experience: 0-1 years. Required skills: prometheus, terraform, python, incident response, linux, communication. Responsibilities include designing, building and deploying production systems using prometheus, terraform, python, incident response. Strong problem solving, communication and ownership expected."
1558,MLOps Engineer,Atlassian,Singapore,1-3 years,$115K,"mlflow, python, kubernetes, mlops, ci/cd, aws, airflow, communication, scrum","We are hiring a MLOps Engineer at Atlassian (Singapore). Experience: 1-3 years. Required skills: mlflow, python, kubernetes, mlops, ci/cd, aws, airflow, communication, scrum. Responsibilities include designing, building and deploying production systems using mlflow, python, kubernetes, mlops. Strong problem solving, communication and ownership expected."
1559,iOS Developer,Mistral AI,Pune,0-1 years,27 LPA,"objective-c, rest api, xcode, ios, swift, scrum, git","We are hiring a iOS Developer at Mistral AI (Pune). Experience: 0-1 years. Required skills: objective-c, rest api, xcode, ios, swift, scrum, git. Responsibilities include designing, building and deploying production systems using objective-c, rest api, xcode, ios. Strong problem solving, communication and ownership expected."
1560,Cloud Engineer,Ola,"San Francisco, USA",8+ years,$160K,"gcp, terraform, aws, linux, docker, ci/cd, kubernetes, azure, problem solving, communication","We are hiring a Cloud Engineer at Ola (San Francisco, USA). Experience: 8+ years. Required skills: gcp, terraform, aws, linux, docker, ci/cd, kubernetes, azure, problem solving, communication. Responsibilities include designing, building and deploying production systems using gcp, terraform, aws, linux. Strong problem solving, communication and ownership expected."
1561,Java Developer,Hugging Face,"London, UK",8+ years,$183K,"docker, aws, rest api, spring, sql, communication","We are hiring a Java Developer at Hugging Face (London, UK). Experience: 8+ years. Required skills: docker, aws, rest api, spring, sql, communication. Responsibilities include designing, building and deploying production systems using docker, aws, rest api, spring. Strong problem solving, communication and ownership expected."
1562,Product Analyst,Apple,"San Francisco, USA",5-8 years,$167K,"excel, sql, tableau, communication, python, scrum, problem solving, agile","We are hiring a Product Analyst at Apple (San Francisco, USA). Experience: 5-8 years. Required skills: excel, sql, tableau, communication, python, scrum, problem solving, agile. Responsibilities include designing, building and deploying production systems using excel, sql, tableau, communication. Strong problem solving, communication and ownership expected."
1563,Product Analyst,Paytm,Gurgaon,8+ years,38 LPA,"python, sql, tableau, excel, statistics, communication, ab testing, agile, git, linux","We are hiring a Product Analyst at Paytm (Gurgaon). Experience: 8+ years. Required skills: python, sql, tableau, excel, statistics, communication, ab testing, agile, git, linux. Responsibilities include designing, building and deploying production systems using python, sql, tableau, excel. Strong problem solving, communication and ownership expected."
1564,Java Developer,Swiggy,Noida,8+ years,43 LPA,"java, rest api, kafka, aws, sql, git, docker","We are hiring a Java Developer at Swiggy (Noida). Experience: 8+ years. Required skills: java, rest api, kafka, aws, sql, git, docker. Responsibilities include designing, building and deploying production systems using java, rest api, kafka, aws. Strong problem solving, communication and ownership expected."
1565,Security Engineer,Flipkart,Remote,2-4 years,35 LPA,"networking, docker, aws, penetration testing, linux, communication, git","We are hiring a Security Engineer at Flipkart (Remote). Experience: 2-4 years. Required skills: networking, docker, aws, penetration testing, linux, communication, git. Responsibilities include designing, building and deploying production systems using networking, docker, aws, penetration testing. Strong problem solving, communication and ownership expected."
1566,Data Analyst,Accenture,"Toronto, Canada",0-1 years,$174K,"statistics, etl, sql, data visualization, pandas, tableau, docker","We are hiring a Data Analyst at Accenture (Toronto, Canada). Experience: 0-1 years. Required skills: statistics, etl, sql, data visualization, pandas, tableau, docker. Responsibilities include designing, building and deploying production systems using statistics, etl, sql, data visualization. Strong problem solving, communication and ownership expected."
1567,LLM Engineer,Infosys,Delhi NCR,5-8 years,14 LPA,"pinecone, huggingface, fastapi, rag, transformers, langchain, openai, llm, python, docker, linux, aws","We are hiring a LLM Engineer at Infosys (Delhi NCR). Experience: 5-8 years. Required skills: pinecone, huggingface, fastapi, rag, transformers, langchain, openai, llm, python, docker, linux, aws. Responsibilities include designing, building and deploying production systems using pinecone, huggingface, fastapi, rag. Strong problem solving, communication and ownership expected."
1568,MLOps Engineer,Airbnb,Mumbai,2-4 years,42 LPA,"ci/cd, kubernetes, docker, aws, terraform, airflow, mlflow, mlops, python, sagemaker, linux","We are hiring a MLOps Engineer at Airbnb (Mumbai). Experience: 2-4 years. Required skills: ci/cd, kubernetes, docker, aws, terraform, airflow, mlflow, mlops, python, sagemaker, linux. Responsibilities include designing, building and deploying production systems using ci/cd, kubernetes, docker, aws. Strong problem solving, communication and ownership expected."
1569,DevOps Engineer,Salesforce,Bangalore,1-3 years,15 LPA,"git, terraform, kubernetes, prometheus, ci/cd, problem solving, aws","We are hiring a DevOps Engineer at Salesforce (Bangalore). Experience: 1-3 years. Required skills: git, terraform, kubernetes, prometheus, ci/cd, problem solving, aws. Responsibilities include designing, building and deploying production systems using git, terraform, kubernetes, prometheus. Strong problem solving, communication and ownership expected."
1570,Security Engineer,Snowflake,"London, UK",0-1 years,$91K,"linux, networking, aws, docker, penetration testing, python, agile","We are hiring a Security Engineer at Snowflake (London, UK). Experience: 0-1 years. Required skills: linux, networking, aws, docker, penetration testing, python, agile. Responsibilities include designing, building and deploying production systems using linux, networking, aws, docker. Strong problem solving, communication and ownership expected."
1571,iOS Developer,Stripe,"Toronto, Canada",3-5 years,$250K,"rest api, xcode, objective-c, ios, swift, docker, scrum","We are hiring a iOS Developer at Stripe (Toronto, Canada). Experience: 3-5 years. Required skills: rest api, xcode, objective-c, ios, swift, docker, scrum. Responsibilities include designing, building and deploying production systems using rest api, xcode, objective-c, ios. Strong problem solving, communication and ownership expected."
1572,Computer Vision Engineer,Ola,"New York, USA",5-8 years,$91K,"cuda, computer vision, pytorch, python, deep learning, linux, aws, agile","We are hiring a Computer Vision Engineer at Ola (New York, USA). Experience: 5-8 years. Required skills: cuda, computer vision, pytorch, python, deep learning, linux, aws, agile. Responsibilities include designing, building and deploying production systems using cuda, computer vision, pytorch, python. Strong problem solving, communication and ownership expected."
1573,LLM Engineer,AMD,Hyderabad,5-8 years,39 LPA,"transformers, llm, pinecone, fastapi, python, rag, langchain, huggingface, aws, agile, docker","We are hiring a LLM Engineer at AMD (Hyderabad). Experience: 5-8 years. Required skills: transformers, llm, pinecone, fastapi, python, rag, langchain, huggingface, aws, agile, docker. Responsibilities include designing, building and deploying production systems using transformers, llm, pinecone, fastapi. Strong problem solving, communication and ownership expected."
1574,Backend Developer,Mistral AI,"Toronto, Canada",0-1 years,$216K,"redis, python, aws, rest api, postgresql, django, docker, fastapi, communication","We are hiring a Backend Developer at Mistral AI (Toronto, Canada). Experience: 0-1 years. Required skills: redis, python, aws, rest api, postgresql, django, docker, fastapi, communication. Responsibilities include designing, building and deploying production systems using redis, python, aws, rest api. Strong problem solving, communication and ownership expected."
1575,Business Analyst,Microsoft,"New York, USA",3-5 years,$145K,"communication, jira, sql, power bi, agile, excel, tableau, linux","We are hiring a Business Analyst at Microsoft (New York, USA). Experience: 3-5 years. Required skills: communication, jira, sql, power bi, agile, excel, tableau, linux. Responsibilities include designing, building and deploying production systems using communication, jira, sql, power bi. Strong problem solving, communication and ownership expected."
1576,NLP Engineer,Apple,Delhi NCR,2-4 years,32 LPA,"nlp, llm, transformers, nltk, rag, problem solving","We are hiring a NLP Engineer at Apple (Delhi NCR). Experience: 2-4 years. Required skills: nlp, llm, transformers, nltk, rag, problem solving. Responsibilities include designing, building and deploying production systems using nlp, llm, transformers, nltk. Strong problem solving, communication and ownership expected."
1577,LLM Engineer,Shopify,Singapore,2-4 years,$146K,"python, openai, llm, huggingface, fastapi, rag, agile, leadership","We are hiring a LLM Engineer at Shopify (Singapore). Experience: 2-4 years. Required skills: python, openai, llm, huggingface, fastapi, rag, agile, leadership. Responsibilities include designing, building and deploying production systems using python, openai, llm, huggingface. Strong problem solving, communication and ownership expected."
1578,Android Developer,Airbnb,Gurgaon,0-1 years,26 LPA,"kotlin, java, rest api, android, firebase, aws, linux","We are hiring a Android Developer at Airbnb (Gurgaon). Experience: 0-1 years. Required skills: kotlin, java, rest api, android, firebase, aws, linux. Responsibilities include designing, building and deploying production systems using kotlin, java, rest api, android. Strong problem solving, communication and ownership expected."
1579,Computer Vision Engineer,HCL,Delhi NCR,2-4 years,42 LPA,"tensorflow, python, cuda, computer vision, opencv, deep learning, pytorch, aws, agile","We are hiring a Computer Vision Engineer at HCL (Delhi NCR). Experience: 2-4 years. Required skills: tensorflow, python, cuda, computer vision, opencv, deep learning, pytorch, aws, agile. Responsibilities include designing, building and deploying production systems using tensorflow, python, cuda, computer vision. Strong problem solving, communication and ownership expected."
1580,iOS Developer,Freshworks,"Toronto, Canada",0-1 years,$80K,"swift, ios, rest api, objective-c, xcode, aws","We are hiring a iOS Developer at Freshworks (Toronto, Canada). Experience: 0-1 years. Required skills: swift, ios, rest api, objective-c, xcode, aws. Responsibilities include designing, building and deploying production systems using swift, ios, rest api, objective-c. Strong problem solving, communication and ownership expected."
1581,Computer Vision Engineer,OpenAI,Remote,5-8 years,59 LPA,"pytorch, computer vision, opencv, python, tensorflow, deep learning, cuda, problem solving, linux, scrum","We are hiring a Computer Vision Engineer at OpenAI (Remote). Experience: 5-8 years. Required skills: pytorch, computer vision, opencv, python, tensorflow, deep learning, cuda, problem solving, linux, scrum. Responsibilities include designing, building and deploying production systems using pytorch, computer vision, opencv, python. Strong problem solving, communication and ownership expected."
1582,AI Research Engineer,Scale AI,Gurgaon,3-5 years,19 LPA,"python, pytorch, huggingface, research, rag, llm, deep learning, agile, scrum","We are hiring a AI Research Engineer at Scale AI (Gurgaon). Experience: 3-5 years. Required skills: python, pytorch, huggingface, research, rag, llm, deep learning, agile, scrum. Responsibilities include designing, building and deploying production systems using python, pytorch, huggingface, research. Strong problem solving, communication and ownership expected."
1583,Business Analyst,Intel,"New York, USA",0-1 years,$114K,"agile, stakeholder management, tableau, power bi, communication, sql, excel, docker","We are hiring a Business Analyst at Intel (New York, USA). Experience: 0-1 years. Required skills: agile, stakeholder management, tableau, power bi, communication, sql, excel, docker. Responsibilities include designing, building and deploying production systems using agile, stakeholder management, tableau, power bi. Strong problem solving, communication and ownership expected."
1584,Recommendation Systems Engineer,Snowflake,"Dublin, Ireland",3-5 years,$217K,"sql, spark, python, tensorflow, machine learning, linux","We are hiring a Recommendation Systems Engineer at Snowflake (Dublin, Ireland). Experience: 3-5 years. Required skills: sql, spark, python, tensorflow, machine learning, linux. Responsibilities include designing, building and deploying production systems using sql, spark, python, tensorflow. Strong problem solving, communication and ownership expected."
1585,NLP Engineer,Airbnb,"Toronto, Canada",2-4 years,$129K,"nlp, llm, python, spacy, pytorch, bert, nltk, rag, transformers, huggingface, scrum, git","We are hiring a NLP Engineer at Airbnb (Toronto, Canada). Experience: 2-4 years. Required skills: nlp, llm, python, spacy, pytorch, bert, nltk, rag, transformers, huggingface, scrum, git. Responsibilities include designing, building and deploying production systems using nlp, llm, python, spacy. Strong problem solving, communication and ownership expected."
1586,Computer Vision Engineer,AMD,"San Francisco, USA",8+ years,$136K,"opencv, computer vision, python, pytorch, tensorflow, leadership, communication, git","We are hiring a Computer Vision Engineer at AMD (San Francisco, USA). Experience: 8+ years. Required skills: opencv, computer vision, python, pytorch, tensorflow, leadership, communication, git. Responsibilities include designing, building and deploying production systems using opencv, computer vision, python, pytorch. Strong problem solving, communication and ownership expected."
1587,Frontend Developer,Databricks,"Dublin, Ireland",1-3 years,$221K,"css, javascript, react, next.js, typescript, tailwind, redux, html, problem solving","We are hiring a Frontend Developer at Databricks (Dublin, Ireland). Experience: 1-3 years. Required skills: css, javascript, react, next.js, typescript, tailwind, redux, html, problem solving. Responsibilities include designing, building and deploying production systems using css, javascript, react, next.js. Strong problem solving, communication and ownership expected."
1588,Backend Developer,Hugging Face,Gurgaon,8+ years,41 LPA,"flask, django, postgresql, aws, python, rest api, fastapi, docker, redis, git","We are hiring a Backend Developer at Hugging Face (Gurgaon). Experience: 8+ years. Required skills: flask, django, postgresql, aws, python, rest api, fastapi, docker, redis, git. Responsibilities include designing, building and deploying production systems using flask, django, postgresql, aws. Strong problem solving, communication and ownership expected."
1589,Computer Vision Engineer,Cohere,"Toronto, Canada",3-5 years,$172K,"tensorflow, computer vision, python, pytorch, opencv, problem solving, agile","We are hiring a Computer Vision Engineer at Cohere (Toronto, Canada). Experience: 3-5 years. Required skills: tensorflow, computer vision, python, pytorch, opencv, problem solving, agile. Responsibilities include designing, building and deploying production systems using tensorflow, computer vision, python, pytorch. Strong problem solving, communication and ownership expected."
1590,AI Research Engineer,Wipro,"New York, USA",0-1 years,$226K,"deep learning, python, transformers, rag, research, git, linux","We are hiring a AI Research Engineer at Wipro (New York, USA). Experience: 0-1 years. Required skills: deep learning, python, transformers, rag, research, git, linux. Responsibilities include designing, building and deploying production systems using deep learning, python, transformers, rag. Strong problem solving, communication and ownership expected."
1591,Data Scientist,Freshworks,Bangalore,5-8 years,57 LPA,"scikit-learn, deep learning, pandas, nlp, statistics, sql, numpy, machine learning, python, matplotlib, docker","We are hiring a Data Scientist at Freshworks (Bangalore). Experience: 5-8 years. Required skills: scikit-learn, deep learning, pandas, nlp, statistics, sql, numpy, machine learning, python, matplotlib, docker. Responsibilities include designing, building and deploying production systems using scikit-learn, deep learning, pandas, nlp. Strong problem solving, communication and ownership expected."
1592,Recommendation Systems Engineer,Atlassian,Noida,0-1 years,55 LPA,"tensorflow, machine learning, recommendation system, python, sql, spark, git, leadership","We are hiring a Recommendation Systems Engineer at Atlassian (Noida). Experience: 0-1 years. Required skills: tensorflow, machine learning, recommendation system, python, sql, spark, git, leadership. Responsibilities include designing, building and deploying production systems using tensorflow, machine learning, recommendation system, python. Strong problem solving, communication and ownership expected."
1593,Business Analyst,Stripe,Hyderabad,3-5 years,9 LPA,"excel, agile, power bi, jira, sql, communication, tableau, stakeholder management, leadership","We are hiring a Business Analyst at Stripe (Hyderabad). Experience: 3-5 years. Required skills: excel, agile, power bi, jira, sql, communication, tableau, stakeholder management, leadership. Responsibilities include designing, building and deploying production systems using excel, agile, power bi, jira. Strong problem solving, communication and ownership expected."
1594,DevOps Engineer,Cognizant,Bangalore,3-5 years,30 LPA,"ci/cd, kubernetes, git, linux, docker, aws, prometheus, ansible, terraform, agile","We are hiring a DevOps Engineer at Cognizant (Bangalore). Experience: 3-5 years. Required skills: ci/cd, kubernetes, git, linux, docker, aws, prometheus, ansible, terraform, agile. Responsibilities include designing, building and deploying production systems using ci/cd, kubernetes, git, linux. Strong problem solving, communication and ownership expected."
1595,Computer Vision Engineer,NVIDIA,Remote,0-1 years,12 LPA,"deep learning, cuda, python, pytorch, tensorflow, computer vision, aws, leadership","We are hiring a Computer Vision Engineer at NVIDIA (Remote). Experience: 0-1 years. Required skills: deep learning, cuda, python, pytorch, tensorflow, computer vision, aws, leadership. Responsibilities include designing, building and deploying production systems using deep learning, cuda, python, pytorch. Strong problem solving, communication and ownership expected."
1596,Data Scientist,Stripe,Hyderabad,0-1 years,14 LPA,"pandas, scikit-learn, numpy, sql, machine learning, nlp, deep learning, matplotlib, statistics, docker, scrum, agile","We are hiring a Data Scientist at Stripe (Hyderabad). Experience: 0-1 years. Required skills: pandas, scikit-learn, numpy, sql, machine learning, nlp, deep learning, matplotlib, statistics, docker, scrum, agile. Responsibilities include designing, building and deploying production systems using pandas, scikit-learn, numpy, sql. Strong problem solving, communication and ownership expected."
1597,DevOps Engineer,Paytm,Bangalore,5-8 years,43 LPA,"ci/cd, git, linux, terraform, aws, ansible, kubernetes, docker, jenkins, leadership, problem solving","We are hiring a DevOps Engineer at Paytm (Bangalore). Experience: 5-8 years. Required skills: ci/cd, git, linux, terraform, aws, ansible, kubernetes, docker, jenkins, leadership, problem solving. Responsibilities include designing, building and deploying production systems using ci/cd, git, linux, terraform. Strong problem solving, communication and ownership expected."
